name,gender
Lisa Kudrow,f
Karen David,f
William Ilkley,m
Lois Chiles,f
Buckley Norris,m
Kristen Bell,f
David Hemmings,m
Nicholas Lumley,m
Rhys Ifans,m
Joy Carlin,f
Sharon Stone,f
Dakota Fanning,f
Paul Ben-Victor,m
Kit Harington,m
Jadin Gould,f
Mike Myers,m
Maxine Cooper,f
Erick Elías,m
Anthony Michael Hall,m
Katie Lowes,f
Myra Lucretia Taylor,f
Tyler Perry,m
Deborah May,f
Billy Wayne,m
Ben Stiller,m
Richard Crenna,m
John Kassir,m
Brett Baker,m
Karen Allen,f
Christopher Lambert,m
Tom Felton,m
Wladimir Klitschko,m
Jake Goldberg,m
Larenz Tate,m
Polly Walker,f
John Cassini,m
Rene Medvešek,m
Daniel Curtis Lee,m
Vincent Walsh,m
Dominique Besnehard,m
Ashley C. Williams,f
Louis Borell,m
Rie Rasmussen,f
Patrick Brammall,m
Kurupt,m
Megan Gay,f
Jeanne Moreau,f
Jillian Batherson,f
William H. Macy,m
Kitty Winn,f
Clint Ritchie,m
Laird Macintosh,m
Susan French,f
Lucien Jean-Baptiste,m
Denise Piane,f
Pamela Adlon,f
Jacques François,m
Michelle Dockery,f
R.G. Armstrong,m
Drew Barrymore,f
Omar Mostafa,m
Jean-Pierre Cassel,m
Judith Light,f
Alan O'Silva,m
Laurence R. Harvey,m
Octavia Spencer,f
Jessica McNamee,f
Michael Zegen,m
Christopher Rozycki,m
Alberto Ferreiro,m
Tom Cruise,m
Joel Edgerton,m
Jeffrey Tambor,m
Geoff Bell,m
Boyd Kestner,m
Nicolas Cage,m
Rekha Sharma,f
Eric Fink,m
Spencer Locke,f
Martin Balsam,m
Paul Giamatti,m
Troy Evans,m
David R. Ellis,m
Jason Biggs,m
David Sherrill,m
Yolanda Lacca,f
Jean-Claude Van Damme,m
Christian De Sica,m
Charlie B. Brown,m
Jason Bateman,m
Maya Rudolph,f
Billy Devlin,m
Miley Cyrus,f
Kimberly Flynn,f
Tatsuya Mihashi,m
Brian Cox,m
Tom Bower,m
Giancarlo Esposito,m
Anna Levine,f
Vonetta McGee,f
Joe Cobden,m
Claudio Bisio,m
Ren Osugi,m
Michael Beattie,m
Jimmy Durante,m
Corrado Guzzanti,m
Sean Hennigan,m
Mykelti Williamson,m
Kevin Smith,m
Jesse Tyler Ferguson,m
Akira Yamaguchi,m
Amanda Bynes,f
Lady Gaga,f
Noley Thornton,f
Dell Henderson,m
Heather Evans,f
Kirsten Rolffes,f
Rowan Atkinson,m
RuPaul,m
Shaun Sipos,m
Terry O'Neill,m
Tom Hanks,m
Burt Reynolds,m
Holt McCallany,m
Barbara Bates,f
Andrew Dunkelberger,m
Lee Cormie,m
Esther Mercado,f
Thandie Newton,f
William H. Macy,m
Elizabeth Olsen,f
Mordecai Lawner,m
Dave Legeno,m
Jordana Brewster,f
Paul Stewart,m
J.T. Walsh,m
Richard Roundtree,m
Deniz Akdeniz,m
William Dewhurst,m
Omar Metwally,m
Rachel Avery,f
Michael Douglas,m
Matt Damon,m
Cobie Smulders,f
Amy Adams,f
Neil Crone,m
Bruce Nelson,m
Jacques Weber,m
Julia Jones,f
Martin Sheen,m
Helen Freeman,f
Aaron Douglas,m
Tom Lister Jr.,m
Robert Osborne,m
Avalon Robbins,f
Giovanni Santoro,m
Jochen Hägele,m
Danny Mastrogiorgio,m
Andrew Byron,m
John Corbett,m
Sissy Spacek,f
Eric Pohlmann,m
Yasmin Murphy,f
Nona Gaye,f
Bob Bergen,m
Jon Tenney,m
Kelley Schneider,f
Maria Pitillo,f
Diego Abatantuono,m
Mathew Smith,m
Soledad St. Hilaire,f
Gérard Depardieu,m
Simon Kunz,m
Gary Busey,m
Tomas von Brömssen,m
Francesco Acquaroli,m
Jessica Tuck,f
Carl Gottlieb,m
Lee Nicholas Harris,m
David Gyasi,m
Françoise Yip,f
Lauren Bacall,f
Robert Stanton,m
Eric Breker,m
Christopher Lambert,m
Rick Snyder,m
George Camiller,m
Rutger Hauer,m
Sam Vincent,m
Leslie French,m
Michael Bailey Smith,m
Cliff De Young,m
Michelle Trachtenberg,f
Brad Beyer,m
Mark Wahlberg,m
Jim Watson,m
Hope Davis,f
Sasha Roiz,m
Leonardo Nam,m
Greg Ellis,m
Al Shearer,m
Michael Massee,m
Frank Oz,m
Tyson Houseman,m
Todd Jensen,m
Omar Sy,m
Joseph Mazzello,m
Mario Zaragoza,m
Valerie Edmond,f
Maggie Smith,f
Scott Paulin,m
Stacey DePass,f
Graham Sibley,m
Rick Avery,m
Regina King,f
Becky Ann Baker,f
Harvey Keitel,m
Kelley Hazen,f
Glenn Close,f
Carmen Ejogo,f
Paul Le Mat,m
Johnny Depp,m
Mary McCormack,f
Colton Haynes,m
Ben Salem Bouabdallah,m
Ellen Greene,f
Nicholas Hammond,m
Sherman Hemsley,m
Jemma Powell,m
Evan Jones,m
Aure Atika,f
Willem Dafoe,m
Noah Taylor,m
M.C. Gainey,m
Reese Witherspoon,f
Joshua McGuire,m
Rance Howard,m
Dylan Baker,m
Massimo Ghini,m
Tim Blake Nelson,m
Benjamin Bratt,m
Bill Pullman,m
Lucy Liu,f
Christian Friedel,m
Elena Anaya,f
Chris Rock,m
Patricia Clarkson,f
Kelvin Yu,m
Dionne Quan,f
Justin Shilton,m
Pietro Sermonti,m
Thanawut Ketsaro,m
Chris Evans,m
Friedrich von Thun,m
Paige Spara,f
Vernon Grote,m
Barry Foster,m
Miyoko Shimosawa,f
Kevin Costner,m
Zeljko Ivanek,m
Deborah Raffin,f
Laura Wiggins,f
Bernadette Lafont,f
Topher Grace,m
Alice Drummond,f
Polly Bailey,f
Garcelle Beauvais,f
Robert Sampson,m
Raymond Ochoa,m
Chase Wright Vanek,m
Antonio Banderas,m
Rob Huebel,m
Lori Pizzo,f
Maurice LaMarche,m
Kristian Ayre,m
Gregory Peck,m
Henry Bergman,m
Tiffany Yvonne Cox,f
Michael Wincott,m
Maggie Gyllenhaal,f
Audrey Tautou,f
Andrew Dasz,m
Ben Burtt,m
Steve Austin,m
Mike Wilmot,m
Tom Gill,m
Eric Paul,m
Nicholas Tse,m
Sherry Lynn,f
Dylan McDermott,m
Rémy Girard,m
Sara Stockbridge,f
Michele-Antonio Mattiuzzi,m
Tim Meadows,m
Mary Pitt,f
Laura de Carteret,f
Killian Scott,m
Harrison Houde,m
Skylar Astin,m
Richard Huggett,m
Sam McMurray,m
Michael Murphy,m
Debi Mazar,f
Callan McAuliffe,m
Elsa Pataky,f
Siobhan McSweeney,f
Harvey Chao,m
Jee-Yun Lee,f
Joanna Kerns,f
Ava Acres,f
Francis X. McCarthy,m
Don Gordon,m
Sharon Maughan,f
Robert Hardy,m
Hart Bochner,m
Randy Brooks,m
Patrick Wilson,m
Tierre Turner,m
Maggie Grace,f
Dato Bakhtadze,m
Beatrice Rosen,f
Jeffrey Nordling,m
Sherry Hall,m
Harris Yulin,m
Adrian Holmes,m
James Franco,m
Roddy McDowall,m
Matt Damon,m
R. D. Call,m
Matthew Cardarople,m
Drew Carey,m
Urbain Cancelier,m
Kerry Cahill,f
Mia Kirshner,f
Beth Grant,f
Kevork Malikyan,m
Erwin Leder,m
Delaney Raye,f
Kevin M. Brennan,m
Amy Lennox,f
Amy Madigan,f
Stephen King,m
Mischa Auer,m
Ian Fisher,m
Adewale Akinnuoye-Agbaje,m
Merritt Patterson,f
Kevin Patrick Murphy,m
Dylan Baker,m
Guy Doleman,m
Holly Hunter,f
Amia Miley,f
Robert Arensen,m
Yoshiko Shinohara,f
Cynthia Lamontagne,f
Maud Adams,f
Marc Ruchmann,m
Patrick Dempsey,m
Max Baker,m
Frankie Fitzgerald,m
Jess Harnell,m
Ritchie Montgomery,m
Raymond Coulthard,m
Clark Gable,m
Alex Anfanger,m
Vincent Cassel,m
Dwight Frye,m
Christina Vidal,f
Delores Gilbeaux,f
Jessica Asher,f
David Midthunder,m
Dick Smothers,m
Stoney Jackson,m
J.D. Walsh,m
Ingmar Bergman,m
Mae Clarke,f
Tina Fey,f
Kevin Makely,m
Guillaume Canet,m
Nick Frost,m
Kevin Ryan,m
Emily Meade,f
Dermot Mulroney,m
James Norton,m
Bill Maher,m
Wheaton Chambers,m
Conchata Ferrell,f
Gale Hansen,m
Mossie Smith,f
Jeff Hephner,m
Justin Isfeld,m
Liev Schreiber,m
Ciarán Hinds,m
Arthur Shields,m
Atsuko Maeda,f
Diane Keaton,f
Stephen King,m
Jake Johnson,m
Hélène Vincent,f
John Cusack,m
Mark Ivanir,m
Samir Guesmi,m
Rico Bueno,m
Albert Wong,m
Bonnie McKee,f
Louisa Moritz,f
George Kennedy,m
Gary Busey,m
Nancy Paul,m
Anthony Mackie,m
Laura Gray,f
Robert Morley,m
Jennifer Savidge,f
Currie Graham,m
Tom McFadden,m
Dominic Cooper,m
Pharrell Williams,m
Frank Pellegrino,m
Fabien Béhar,m
Jude Law,m
Teresa Hill,f
Michael Greene,m
Channing Tatum,m
Weronika Rosati,f
Vyvian B. Stevens,f
Grey DeLisle,f
Richard Attenborough,m
Eddie Baker,m
Jennifer Jason Leigh,f
Pavel Lychnikoff,m
Michael Bay,m
Morgan Perez,m
Brad Kane,m
Jim Carrey,m
Shad Gaspard,m
Christopher Guest,m
Pat Crawford Brown,f
Keith Fleming,m
Gina Diaz,f
Rachel Hurd-Wood,f
Richard Schiff,m
Freddy Rodríguez,m
John Bennett,m
Jeff Bennett,m
Will Yun Lee,m
Kathleen Turner,f
Michael Ironside,m
Bree Turner,f
Geoffrey Blake,m
Dylan O'Brien,m
Angelo Barra Moreira,m
Tom McGrath,m
Joanne Spracklen,f
Anthony Heald,m
Michael Jeter,m
Anthony Michael Frederick,m
Jessica Barden,f
China Chow,f
Scott Eastwood,m
Hugo Armstrong,m
Alexander Ludwig,m
Alaa Safi,m
Joseph Wiseman,m
Mahesh Jadu,m
Bill MacDonald,m
Bob Balaban,m
Jessica Amlee,f
Sarah Silverman,f
Pepe Serna,f
Richard Gere,m
Neve Campbell,f
Kaitlyn Wong,f
Emun Elliott,m
Danny Woodburn,m
Omar Berdouni,m
Jordana Largy,f
Serdar Kalsin,m
James Duval,m
Ed Begley,m
Bernard Hill,m
Sanjay Talwar,m
Michael Champion,m
Matthew Morrison,m
Sallye Hooks,f
Jennifer Irwin,f
Kevin Bacon,m
Karolina Muller,f
Elle Fanning,f
Sarah Bolger,f
Jonathan Woodhouse,m
Alexis Llewellyn,f
Sugar Lyn Beard,f
Queen Latifah,f
William Sadler,m
Ryunosuke Kamiki,m
Ian Bohen,m
Amy Stock-Poynton,f
Isabelle Carré,f
Julie Christie,f
Karl Howman,m
Caterina Murino,f
Anne Consigny,f
Joan Copeland,f
Bradley Gregg,m
Michael Ontkean,m
Lizzy Caplan,f
Ben Stiller,m
Drew Rausch,m
John P. Ryan,m
Del Henney,m
Clint Jung,m
Alexis Llewellyn,f
Hanna María Karlsdóttir,f
Gary Cole,m
Ian Bohen,m
Ian Gomez,m
Terence Stamp,m
Bernard Fox,m
Shingo Katsurayama,m
Margaret Seddon,f
Thomas Kretschmann,m
Heinz Hoenig,m
Zhang Jin,m
Ed Byrne,m
Murray Alper,m
James Brolin,m
Joan Leslie,f
Douglas Silva,m
Kim Basinger,f
Zachary Ansley,m
Izabella Scorupco,f
Devon Aoki,f
Rhys Ifans,m
Charlie Chaplin,m
Phil Fondacaro,m
Michael Keaton,m
Chiwetel Ejiofor,m
Tike Kerby,f
Sean Bean,m
Tania Gunadi,f
Christina Moore,f
Olin Francis,m
Ottola Nesmith,f
Brune Kalnykow,f
Yorick van Wageningen,m
Peter Stormare,m
Frank Rodriguez,m
Cassandra Rochelle Fetters,f
Justin Chon,m
Julie Carmen,f
Valeria Bruni-Tedeschi,f
Rowan Atkinson,m
Marcus D. Spencer,m
Ramon Bieri,m
Chip Zien,m
Bob Geldof,m
Belita Moreno,f
Gil Alma,m
Stewart Arnott,m
Matt Bush,m
Albert Dupontel,m
Robert Fortier,m
Bitty Schram,f
Lillete Dubey,f
Cherry Jones,f
Alan C. Peterson,m
Eugene Levy,m
Mae Marsh,f
Blythe Danner,f
Georgann Johnson,f
Brian Doyle-Murray,m
Margo Martindale,f
Henrik Rafaelsen,m
Jon Favreau,m
Violeta Pérez,f
Debra Christofferson,f
Bill Thurman,m
Flora Martínez,f
Emily Alyn Lind,f
Klára Issová,f
Mark Slacke,m
Jeffrey Wright,m
Tom Ewell,m
Maitland McConnell,f
Gwyneth Paltrow,f
Wesley Thompson,m
Tilda Swinton,f
Edward G. Robinson,m
Priscilla Pointer,f
Marc Thompson,m
Cécile de France,f
Robin Hughes,m
Will Oldham,m
Kandyse McClure,f
Jon McLaren,f
Tom McCamus,m
Robbi Morgan,f
Clémence Poésy,f
Sayaka Ohara,f
Evan Gamble,m
Ron Dean,m
Richard Brake,m
Christopher Berry,m
Big Boy,m
Damian Young,m
Eric Bogosian,m
David Carradine,m
Julie Walters,f
John Witherspoon,m
Xavier Morales,m
Patricia Clarkson,f
Edouard Montoute,m
Oprah Winfrey,f
Danny McCarthy,m
Noomi Rapace,f
John Robert Tramutola,m
Curtis Parker,m
Aaron Paul,m
John Ratzenberger,m
Shirley Dixon,f
Michael Papajohn,m
Steve Guttenberg,m
Louis Garrel,m
Ron Howard,m
Fred Graham,m
Sissy Spacek,f
Robert Carlyle,m
Ving Rhames,m
Carolina Gómez,f
Charles B. Pierce,m
Craig Sheffer,m
Sam Pancake,m
Jack Jozefson,m
Eva Husson,f
Jessica Cauffiel,f
Ned Beatty,m
Maggie Smith,f
Anjelia Pelay,f
Nick Frost,m
Silvia Crastan,f
Philip Pavel,m
Siân Phillips,f
Adrian Rayment,m
Rebecca De Mornay,f
Rita Wilson,f
Kellan Lutz,m
Arnold Schwarzenegger,m
Cameron Diaz,f
Maudie Prickett,f
Matt Leonard,m
Craig Eldridge,m
Robert Osterloh,m
Alexa Havins,f
Tom Rees-Roberts,m
Joe Fishel,m
David Prowse,m
Sasha Cohen,f
Brent Chapman,m
Karina Fernandez,f
Don McManus,m
Charlie Talbert,m
Fernando Chien,m
Daniel Maurio,m
Josh Zuckerman,m
A. Russell Andrews,m
Jimmy Bennett,m
Zachary Gordon,m
Andrew Shue,m
Terence Stamp,m
Brian Boitano,m
Frank Welker,m
Jamie McShane,m
John Fiedler,m
Walter Pidgeon,m
Chester Gayao,m
Andrei Serban,m
Jillian Batherson,f
William H. Macy,m
Peter DaCunha,m
Kate Trotter,f
Emily Somers,f
Rey Hernandez,m
Jonathan Broadbent,m
Queen Latifah,f
Richard Gere,m
John Michael Higgins,m
Melba Moore,f
Jonathan Biggins,m
Marianne Jean-Baptiste,f
Shelley Hack,f
Emma Stone,f
Robert Prosky,m
Robert Webber,m
Cathy Weseluck,f
Tess Harper,f
Michael Hayden,m
Hugh Maguire,m
Walter Brennan,m
André Wilms,m
Anthony Stewart Head,m
Jackie Chan,m
Alexis Bledel,f
Joseph Moore,m
Cary-Hiroyuki Tagawa,m
Ricky Gervais,m
Ewen Bremner,m
Bob Gunton,m
Kerry Condon,f
Jenna Ortega,f
Celine du Tertre,f
Jon Foster,m
Sam Shepard,m
Burgess Meredith,m
Robert Pattinson,m
Daniella Alonso,f
Pierre Alloggia,m
Luc-Antoine Diquéro,m
Zeffie Tilbury,f
Daniel Mays,m
Francis Ford Coppola,m
Aubrey Richards,m
Umberto Raho,m
Johnathan Geare,m
Gunnel Lindblom,f
Jeff Mallory,m
Diane Keaton,f
Leonardo Cecchi,m
Phil Arnold,m
Nina Dobrev,f
Herbert Norville,m
Ebon Moss-Bachrach,m
Mike Mahoney,m
Ezio Marano,m
Megan Hilty,f
Samuel L. Jackson,m
Clive Owen,m
Reg E. Cathey,m
Sid Raymond,m
Nick Moran,m
Gitta Schweighöfer,f
Johnny Martin,m
Hayden Christensen,m
Ralph Herforth,m
Tom Hardy,m
Willem Dafoe,m
Tim Ross,m
Dora Madison,f
Richard Briers,m
Miriam Colón,f
Clovis Cornillac,m
John Rue,m
Natalie Victoria,f
Ron Livingston,m
Takeshi Kitano,m
Taryn Southern,f
Robert Portal,m
Edgar Ramírez,m
"Tom Stevens   ",m
Clarence Williams III,m
Jason Sudeikis,m
Sabine Azéma,m
Paul Reubens,m
Rizwan Manji,m
Jordan Chan,m
Lucille Bremer,f
Tom Hardy,m
Sean Whalen,m
Malcolm Sinclair,m
Devon Murray,m
Rex Linn,m
Charles Regan,m
Kentaro Kishi,m
Edwin Stanley,m
Penélope Cruz,f
Nelson Wong,m
Jason Mewes,m
Jason Bateman,m
David John,m
Theodor Loos,m
Paolo Maria Scalondro,m
Heiner Lauterbach,m
Bubba Smith,m
Ken Stott,m
Steve Carell,m
Annie Parisse,f
Seo Chong-ju,m
Carlease Burke,f
Craig Roberts,m
Katrin Pollitt,f
Thibault Segouin,m
Henry Rollins,m
Simone Lahbib,f
Alan Mowbray,m
Chi McBride,m
Shauna Kain,f
D'Kia Anderson,f
Jane Levy,f
Nick Robinson,m
Michael Mears,m
Scott Porter,m
Monica Merlin,f
Paul Benedict,m
Gil Gerard,m
Edoardo Ballerini,m
Ken Howard,m
Nicole Kidman,f
John Mills,m
Laurent Lafitte,m
Albert Brooks,m
Jody Thompson,f
Linda Emond,f
Florencia Lozano,f
Angie Everhart,f
Lee Weaver,m
George Lindsey,m
Jason Marsden,m
Jeff Daniels,m
Winston Dennis,m
Conrad Pla,m
Naomie Harris,f
Michael D. Weatherred,m
Emmaline Henry,f
Michael Sassone,m
Pat Kiernan,m
Jeremy Irons,m
Peter Ustinov,m
Bruno Kirby,m
Russell Sams,m
Rosanna DeSoto,f
Bill Paterson,m
Elinor Crawley,f
William Brent,m
Davenia McFadden,f
James Duval,m
Jean Harlow,f
Etty Lau,f
Judith Drake,f
Mark Tandy,m
Brian Avery,m
Michelle Pfeiffer,f
Joe Unger,m
Irrfan Khan,m
Tobin Bell,m
Riccardo Billi,m
Catherine Dyer,f
Kevin Chapman,m
Peter Greene,m
Sally Corner,f
Ida Darvish,f
Aaron Eckhart,m
Anne Hathaway,f
Hugo Weaving,m
Yuji Okumoto,m
Hayley Podschun,f
Riki Lindhome,f
Ian Rozylo,m
Carole Laure,f
"Roberto Sanchez ",m
"""Weird Al"" Yankovic",m
Kris Kristofferson,m
Fred Ewanuick,m
Patrick Schwarzenegger,m
Emilio Fernández,m
James Eckhouse,m
Yuen Woo-ping,m
Josephine Ganner,f
Ashraf Barhom,m
Virginie Efira,f
Ted Raimi,m
Paolo Villaggio,m
Alec Baldwin,m
Emma Cerná,f
Matthew Maher,m
Luenell,f
Jason Biggs,m
Monique Coleman,f
Rip Taylor,m
Colin Kenny,m
C.C. Smiff,m
Samuel West,m
Jenyne Butterfly,f
Susan Forristal,f
Shah Rukh Khan,m
K. Todd Freeman,m
Don S. Davis,m
Emmanuelle Devos,f
Chris Cavener,m
Luke Thomas Taylor,m
Mike Henry,m
Silas Carson,m
Richard Cabral,m
Tchéky Karyo,m
Paddy Considine,m
John Ashton,m
Marion Cotillard,f
Josh Brolin,m
Anthony Mackie,m
Samantha Womack,f
Tom Hanks,m
Tony Anselmo,m
Davenia McFadden,f
Will Denton,m
Terry Notary,m
Jennifer Freeman,f
Marco St. John,m
Loren Berman,m
Mark Consuelos,m
Martin Donovan,m
Marcia Gay Harden,f
George Murcell,m
Takeshi Katô,m
Matthias Schoenaerts,m
Tom Kennedy,m
Mark Stanley,m
Akiko Koyama,f
Steve Guttenberg,m
Ted Ferguson,m
Desi Singh,m
Jerry Winsett,m
Gloria Charles,f
Sloane Shelton,f
Sean Marquette,m
Nicholas Campbell,m
Edwina Findley Dickerson,f
Amanda Seyfried,f
Nicol Williamson,m
Michael Papajohn,m
Langley Kirkwood,m
Eddie Murphy,m
Féodor Atkine,m
Frank De Kova,m
Peter Mochrie,m
Steffan Rhodri,m
Danny Rubin,m
Mimmo Poli,m
Matt Myers,m
Jessica Amlee,f
Holland Taylor,f
Alec Guinness,m
Jason Isaacs,m
Samantha Mathis,f
Noah Taylor,m
Christopher M. Brown,m
Ken Stott,m
Aaron Brumfield,m
Marian Dziędziel,m
Peter O'Toole,m
Dorothy Provine,f
Robert Stanton,m
Dakin Matthews,m
Gary Stretch,m
Miki Manojlović,m
Maria de Medeiros,f
Richard Marner,m
Lee Nicholas Harris,m
Scott Speedman,m
Kevin James,m
James Arness,m
Antonio Banderas,m
Morgan Jones,m
Caroline Chan,f
Ian Hart,m
Parker Posey,f
Denise Dal Vera,f
Jane Adams,f
John Mills,m
Maia Mitchell,f
William H. Macy,m
Kermit Maynard,m
Lara Mulcahy,f
Matthew Tompkins,m
Luca Mosca,m
Bud Selig,m
Jeremy Howard,m
Iggie Wolfington,m
Catherine Tate,f
Rob Corddry,m
Ruby Bentall,f
Desi Singh,m
Ryan Guzman,m
Peter Salett,m
Gerry Becker,m
Marcello Mastroianni,m
Stephen King,m
Gia Mantegna,f
Carl Anderson,m
Antonino Bruschetta,m
Billy Barty,m
Sam Rockwell,m
Geoffrey Beauchamp,m
Amitabh Bachchan,m
David Roberson,m
Dominic Cooper,m
O.E. Hasse,m
Tony Plana,m
Millard Mitchell,m
Jenna von Oy,f
Tanya Champoux,f
Billy Curtis,m
Lisa Calder,f
Nadine Velazquez,f
Lily Collins,f
Charles Drake,m
Thora Birch,f
Dana Snyder,m
John Sessions,m
Cary Elwes,m
Richard Cetrone,m
Crystal Lowe,f
Kym Whitley,f
Marshall Bell,m
Eugene Levy,m
Paul Marc Davis,m
Pamela Reed,f
Ralph Brown,m
Troy Hall,m
Sherry Lynn,f
Toshirō Mifune,m
Peter Bonilla,m
Christopher B. MacCabe,m
Jack Wise,m
Conrad Vernon,m
Jamie Chung,f
Justin Nappi,m
Ellie Kemper,f
Adam Harrington,m
Anthony Mackie,m
Haing S. Ngor,m
Bradley Cooper,m
Curtis Armstrong,m
John T. Scanlon,m
Jenny Wade,f
Jordan Clark,f
Paul Panzer,m
David Morrissey,m
Kodi Smit-McPhee,m
Patrick Renna,m
Philip Bosco,m
Connor Paolo,m
Miguel Castro,m
Anthony Alessandro,m
Nathan Fillion,m
Richard LeParmentier,m
Katrina Bowden,f
Tom Wisdom,m
Todd Duffey,m
Peter Egan,m
Sarah Buxton,f
Andy Samberg,m
Jason Cavalier,m
Jake Richardson,m
Michèle Gleizer,f
Aunjanue Ellis,f
Bill Chott,m
Philippe Noiret,m
Geoffrey Carey,m
Natasha Gregson Wagner,f
Robert F. Simon,m
Nathan Wright,m
Conrad Bachmann,m
Jason Flemyng,m
Zach Galligan,m
Hidenobu Kiuchi,m
Mike Birbiglia,m
Jaime Murray,f
Heather Goldenhersh,f
Castulo Guerra,m
Megan Fox,f
Antonique Smith,f
Sally Pressman,f
Luigi Esposito,m
Milena Vukotic,f
Stephen Bogaert,m
Pat Musick,f
Julia Ormond,f
Paul Scheer,m
Debbie Lee Carrington,f
John Beasley,m
Harry Dean Stanton,m
Lisa Ray,f
Jesper Christensen,m
Charles Baker,m
Mindy Sterling,f
Laura Clifton,f
Tobey Maguire,m
Adam Vernier,m
Molly Shannon,f
Emilio Rivera,m
Tom Jones,m
Karl-Heinz Teuber,m
Pamela Russell,f
Marie-Françoise Audollent,f
Mike Dopud,m
Jack Bannon,m
Gaspar Noé,m
Ben Cross,m
Rodrigo Santoro,m
Jeremy Roberts,m
Elden Henson,m
John Carrafa,m
Chris Noth,m
Wallace Shawn,m
Jason Matthew Smith,m
John Lurie,m
Owen Vaccaro,m
Natalie Dormer,f
Chris Parnell,m
Mason Cook,m
Pat Romano,m
Ben Affleck,m
Jessica Mauboy,f
Mustafa Shakir,m
Jessica Bowman,f
Willem Dafoe,m
Steven Ford,m
Kevin Pollak,m
Denis Leary,m
Alessandro Juliani,m
Sarah Jessica Parker,f
Ray Winstone,m
Joan Allen,f
Antonia Gerke,f
Hrithik Roshan,m
Peter Jacobson,m
Rae Dawn Chong,f
Ian Harcourt,m
Fred Clark,m
Kathy Lette,f
Uma Thurman,f
Tamsin Egerton,f
Joe Forbrich,m
Jamie Clayton,f
Gregory Peck,m
Elena Rivera,f
Til Schweiger,m
Bronson Webb,m
Cornel West,m
Kyle T. Heffner,m
Sheila White,f
Virginie Efira,f
Robin McKee,f
Twich Chombuatong,m
Dakota Fanning,f
Glenn Fitzgerald,m
William Windom,m
Ray Wise,m
Steven Anthony Lawrence,m
Allison Janney,f
Mary Steenburgen,f
William Mapother,m
Ben Easter,m
Andrea Behalikova,f
Joseph Rye,m
Alice Playten,f
Jon DeVries,m
Sandra Bullock,f
Christopher Kirby,m
Dustin Hoffman,m
Sarah Finigan,f
Luigi Lo Cascio,m
Anita Sharp-Bolster,f
Rakie Ayola,f
Joe Bugner,m
Cliff Curtis,m
Paul Dano,m
Joanne Pankow,f
Jerry Trimble,m
Patrick Baladi,m
Travis Tope,m
John Prosky,m
Tom Murphy,m
Paz de la Huerta,f
Twan Holliday,m
Nikolai Kinski,m
Diane Ladd,f
James Spader,m
Wallace Shawn,m
George Mangos,m
Lola Glaudini,f
Luna Schweiger,f
Rooney Mara,f
Keira Knightley,f
Michael Sheen,m
Lizeth Hutchings,f
Joan Cusack,f
Nicolas Cage,m
Kate Shalander,f
Beth Grant,f
Dash Mihok,m
Edith Ivey,f
Bryce Dallas Howard,f
Jack Orend,m
Leslie Hope,f
Austin Stowell,m
Kazuki Yao,m
Angelo Pellegrino,m
Sean Tucker,m
Harrison Ford,m
Jack Gwaltney,m
Fred Astaire,m
Paul Walker,m
Richard Attenborough,m
David Suchet,m
C. Thomas Howell,m
Vivica A. Fox,f
Leslie Mann,f
Ona Munson,f
Judd Apatow,m
Keegan-Michael Key,m
Michael Landes,m
Zinedine Soualem,m
Helen Mirren,f
Graham Jarvis,m
Melanie Lynskey,f
Adam LeFevre,m
Michael Crabtree,m
Beth Keener,f
Tom Wisdom,m
Peter Dinklage,m
Daniel Radcliffe,m
Winona Ryder,f
Kate Walsh,f
Isabel Cooley,f
Angela Featherstone,f
Vivica A. Fox,f
Bill Smitrovich,m
Camilla Power,f
Eddy Chandler,m
Sinéad Cusack,f
Yashpal Sharma,m
Valérie Lemercier,f
Val Kilmer,m
Roger Rose,m
Jane Braithwaite,f
Jamie Beamish,m
Esther Eden,f
Will Ferrell,m
Pauline Burlet,f
Liz Smith,f
Jake Lacy,m
Brandon Scott,m
John Junkin,m
Emily Mortimer,f
Kirk Douglas,m
Kelly Macdonald,f
Ben Browder,m
Nathalie Emmanuel,f
Ian McNeice,m
Hani Furstenberg,f
Hilda McLean,f
Robert Hays,m
Ty Olsson,m
Morven Christie,f
Tommy Davidson,m
Simon Kunz,m
Mark Ivanir,m
Byron Cotton,m
Matthew Bennett,m
Earl Maddox,m
George Gaynes,m
Dylan Bruno,m
Harley Quinn Smith,f
Joy Bryant,f
Tim Robbins,m
Erville Light,f
Tyler Forrest,m
Gunnar Björnstrand,m
Bob Sapp,m
Gianfranco Barra,m
Matt Malloy,m
Buddy Lester,m
Vik Sahay,m
Ricardo Montalban,m
Claire Riley,f
Jordan Monaghan,f
Hitomi Satô,f
Evan Jones,m
Brad Lowder,m
Gene Hackman,m
Lucy Punch,f
Laurence Fishburne,m
Zaira Wasim,f
Cameron Diaz,f
David Threlfall,m
Philippe Chevallier,m
Louis C.K.,m
Leoda Richards,f
Félix Moati,m
Joanna Scanlan,f
Susan Wooldridge,f
Michael J. Fox,m
Phoebe Cates,f
Raymond J. Barry,m
Everett McGill,m
David Lyle,m
Jack Dylan Grazer,m
Paula Jai Parker,f
Frankie McLaren,m
Avery Schreiber,m
Manny Perry,m
John W. Lawson,m
Jim C. Ferris,m
Julie Benz,f
Patti LuPone,f
Brendan Fletcher,m
Robert Haythorne,m
Piper Major,f
Robert Eddison,m
Jon Voight,m
Jessica McNamee,f
