name,gender
Rick Kline,m
Charlene Roberson,f
Bernard Herrmann,m
Tim Burton,m
Lewis Gilbert,m
Lee Dichter,m
Lee Gilmore,m
Peter Weir,m
Robert Rossen,m
Walter F. Parkes,m
Jason Blum,m
Brett Ratner,m
Steve Gainer,m
Sherry Shourds,f
Denise Di Novi,f
Jill M. Ohanneson,f
Leo F. Forbstein,m
Alejandro Amenábar,m
Brian Morris,m
Steven Zaillian,m
Alexander Courage,m
Jong Lin,m
Stuart Craig,m
Betty Thomas,f
Mike Prestwood Smith,m
Dion Beebe,m
Dustin O'Halloran,m
Ethel Winant,f
Paul Wernick,m
Lori Mazuer,f
Dimitri Tiomkin,m
Gillian Hawser,f
David Brenner,m
Michael Bacall,m
Joe Hisaishi,m
Mark Gingras,m
Ronald Sanders,m
Phil Harvey,m
Don E. FauntLeRoy,m
Jorma Taccone,m
Ralph E. Winters,m
Wes Craven,m
Andrew Priestley,m
Susan Perlman,f
Francine Maisler,f
Dan Cracchiolo,m
David Hirschfelder,m
André Chamberland,m
Clinton Wayne,m
Edith Dupré LeBlanc,f
Ryan Kavanaugh,m
Michael Corenblith,m
Joe Kraemer,m
Sophie Becher,f
Freeman A. Davies,m
Julio Macat,m
Andy Fickman,m
David Benullo,m
Jeff 'Swampy' Marsh,m
Del Armstrong,m
Michael McCusker,m
Darren Aronofsky,m
Sophie Nash,f
Tom Elkins,m
H.P. Lovecraft,m
Caroline Ross,f
Thomas Newman,m
James Horner,m
María Ripoll,f
Benoît Poelvoorde,m
Harald Kloser,m
Stephen Sommers,m
Anthea Sylbert,f
Patrick Murguia,m
Slawomir Idziak,m
Patrizia von Brandenstein,f
Robert Stone,m
Michael Patrick King,m
Phil Neilson,m
Daniel Pearl,m
Christopher Duskin,m
George Gaines,m
Lorenzo di Bonaventura,m
Scot Armstrong,m
Jonathan Shore,m
Rebecca Frayn,f
Randall Wallace,m
Andrew W. Marlowe,m
Roger Deakins,m
Marion Dougherty,f
Michael Barrett,m
Mat Whitecross,m
Gary Chason,m
Roxanne Wightman,f
Julian Slater,m
Bud Spencer,m
Joel Silver,m
Margaret Yen,f
Stephen H. Burum,m
Steve Gainer,m
Daniel P. Hanley,m
Patrick Doyle,m
Marlene Stewart,f
David Beavis,m
John Lasseter,m
Scott Stuber,m
Billy Ray,m
Ruth E. Carter,f
Carlo Simi,m
Maggie Martin,f
Andreas Grosch,m
Ken Regan,m
Jan A.P. Kaczmarek,m
Ivan Reitman,m
Pharrell Williams,m
Reed Smoot,m
Glen MacPherson,m
Douglas Aarniokoski,m
Steven Knight,m
Willie Meyerhoff,m
Marcy Carriker,f
Donald Petrie,m
Renetta G. Amador,f
Janet Hirshenson,f
John Lasseter,m
Robert Benchley,m
John Eskow,m
Jack Courtland,m
Miroslav Ondříček,m
Antoine Fuqua,m
Michael Burns,m
Aki Kaurismäki,m
Roger Corman,m
Adam Fields,m
Neil A. Machlis,m
Karen Penhale,f
José López Rodero,m
Robin Standefer,f
Victoria Down,f
Albert S. D'Agostino,m
Woody Allen,m
Steve Tisch,m
Patricia Kerrigan DiCerto,f
Randall Wallace,m
James D. Stern,m
Alan Fine,m
Claire Nia Richards,f
Larry D. Horricks,m
Jack Epps Jr.,m
John S. Lyons,m
Michael Reed,m
Eric Goldberg,m
Agnès B.,f
Denise Faye,f
Christophe Beck,m
Max Parker,m
Geoffrey Kirkland,m
Lucy Bevan,f
Janet Hirshenson,f
Bobby Farrelly,m
Harold Ramis,m
Joshua Lou Friedman,m
Jennifer L. Smith,f
Hervé de Luze,m
Todd Milner,m
Greg McLean,m
Ryan Kavanaugh,m
Rian Johnson,m
Sid Armour,f
Ben Stiller,m
Peter Kaufman,m
Bruno Van Zeebroeck,m
Michael Haneke,m
Lauren Oliver,f
Megan Ellison,f
Missy Stewart,f
Robert Stadd,m
Joe Hisaishi,m
Allan Knee,m
Michael Finnell,m
Jacob Pechenik,m
Vic Armstrong,m
Marti Noxon,f
Jeffrey Kurland,m
Debra Schutt,f
Marilyn Manson,m
Nick Glennie-Smith,m
Patricia Whitcher,f
Charles Correll,m
R. Dana Harlow,f
Darius Khondji,m
Anthony DeRosa,m
Joel Freeman,m
Christopher Young,m
Eliza Paley,f
Will Gluck,m
Nathalie Cheron,m
Bob Ducsay,m
Suzanne Smith,f
Lee Hall,m
Ken Ross,m
Kate J. Sullivan,f
Bob Weinstein,m
Eraldo Da Roma,m
James M. Muro,m
Ronald Shusett,m
Ondrej Nekvasil,m
Stephen Mazur,m
Kenneth Karman,m
Keith Merryman,m
Marie Weiss,f
Jon Henry Gordon,m
Fred Toye,m
Allan Graf,m
Robert Greenfield,m
David A.R. White,m
Stephen Hillenburg,m
Charlie Chaplin,m
Oliver Wood,m
C.O. Erickson,m
Jon Baker,m
Tony Scott,m
Steve Mirkovich,m
Bruno Avesani,m
Francis Lai,m
David Glasser,m
Jeremy Benning,m
Victoria Thomas,f
Ben Wilson,m
Leslie Shatz,m
Marc Haimes,m
Steve Maslow,m
Rob Reiner,m
Anne Kuljian,f
Walter Hamada,m
Anthony B. Richmond,m
John Debney,m
Moustapha Akkad,m
Catherine Adair,f
Dennis S. Sands,m
Natalie Richards,f
Jean-Pierre Laforce,m
Alan Baumgarten,m
Elizabeth Keenan,f
Jason Friedberg,m
Denzel Washington,m
Ethan Coen,m
Barbara Kopple,f
John E. Sullivan,m
Shane Salerno,m
Lauren Thomas,f
Wally Pfister,m
Harold Hecht,m
Peter A. Dowling,m
François Daignault,m
Marc Bienstock,m
Donald McAlpine,m
Lee Gilmore,m
Carol Reed,m
Juel Bestrop,f
Michael Uslan,m
Steve Edwards,m
Anant Singh,m
Alberto Iglesias,m
Charles Gordon,m
Pablo Rosso,m
Harry Hook,m
Howard Atherton,m
James Signorelli,m
Marko A. Costanzo,m
Marci Liroff,f
Lisa M. Hansen,f
Larry J. Franco,m
Mary Ellen Mark,f
Jane Kurson,f
Jim Thomas,m
Tim Bevan,m
Anthony Bregman,m
Gérard Simon,m
Kelly Reichardt,f
Ute Leonhardt,f
Mel Berns,m
George W. Davis,m
Miguel López-Castillo,m
Jaymes Hinkle,m
Tim Fleming,m
Brian Berdan,m
Jeanne McCarthy,f
Kelly Asbury,m
Joy Batchelor,f
Robert Elswit,m
Emilio Fernández,m
Jason Hoffs,m
Xavier Grobet,m
Tim Hill,m
April Webster,f
Andrzej Bartkowiak,m
Aaron Sorkin,m
Derek Dauchy,m
Thelma Schoonmaker,f
Kyra Friedman,f
Damien Drew,m
Brad Krevoy,m
Moshe Diamant,m
Heidi Bivens,f
Guy Oseary,m
Kim Davis-Wagner,f
Julie Delpy,f
Sam McCurdy,m
Randi Hiller,f
Liz Mullane,f
Derek Brechin,m
William M. Anderson,m
Dane A. Davis,m
Tom Karnowski,m
Randall Emmett,m
Emily Schweber,f
Mary Vernieu,f
Ronald R. Reiss,m
Vin Diesel,m
Curtis A. Koller,m
Hugh Scaife,m
Venus Kanani,f
Brit Marling,f
Annie Penn,f
Hervé Schneid,m
Darrin Prescott,m
Richard De Alba,m
Tom Wolfe,m
Joana Vicente,f
Michael N. Knue,m
Harold Ramis,m
Melinda Launspach,f
Ted Tetzlaff,m
Lee Unkrich,m
Oren Koules,m
Ed Marx,m
Seth Rogen,m
Ben Barenholtz,m
Arnold Kopelson,m
David E. Russo,m
Masaichi Nagata,m
Henrik Zein,m
Julie Rogers,f
Gene Havlick,m
John Paino,m
Will McRobb,m
Kevin Phipps,m
Dan Bradley,m
Mindy Marin,f
Jillian Kreiner,f
Stephen Mirrione,m
Luis Llosa,m
James Boyle,m
Martin Malivoire,m
Jessica Lichtner,f
Anne V. Coates,f
Cristian Mungiu,m
David Parker,m
Lars C. Lundberg,m
Gabriele Muccino,m
Jennifer Page,f
Anna Pinnock,f
Bernardo Bertolucci,m
Roberts Gannaway,m
Tricia Wood,f
Sydney Pollack,m
Michael Dowse,m
Laura Civiello,f
Bob Gorelick,m
Emma Fryer,f
Whit Norris,m
John Fenner,m
David Gropman,m
Ronna Kress,f
Hideaki Anno,m
Melissa Kent,f
Tom Hanks,m
John Barry,m
Eli Roth,m
Dolly Tree,f
John Scott,m
Jackie Johnson,f
Michael Uslan,m
Will Finn,m
Maria-Teresa Barbasso,f
Brian Avery,m
Judith Guest,f
Sharen Davis,f
Trevor Rabin,m
David Levien,m
Sebastian Schroder,m
Tom Hanks,m
Mary Claire Hannan,f
Quirin Berg,m
Sarah Willgrube,f
Herman F. Zimmerman,m
Tim White,m
Bob Simmons,m
Carlo Verdone,m
Kevin De La Noy,m
Malcolm Campbell,m
Sara Risher,f
Sam Spiegel,m
Jo Francis,f
Cathy Sandrich,f
Ira Newborn,m
Bernard Robinson,m
Tom Ellery,m
Mary Anne Seward,f
Nicolas Roeg,m
Mary Gail Artz,f
Guillermo Navarro,m
Hector Babenco,m
Jerry Bruckheimer,m
Joel Edgerton,m
Jeff Arch,m
Sergio Ercolessi,m
Dan Wilcox,m
Chris O'Connell,m
Rodney Rothman,m
Louis Piché,m
Bill Brzeski,m
Shane Black,m
Ross Fanger,m
Caleb Deschanel,m
Alfred Hitchcock,m
Pedro Almodóvar,m
Steve Artmont,m
Byron Shah,m
Barry Abrams,m
Jason Knox-Johnston,m
Leigh Janiak,f
Gary Needle,m
Cynthia L. Chapman,f
Derek Gibson,m
Sion Sono,m
George Folsey Jr.,m
Jim Seibel,m
Richard Attenborough,m
"""Weird Al"" Yankovic",m
Ryan Chase Lee,m
Michelangelo Antonioni,m
Gitt Magrini,f
Patrick Cassavetti,m
Paul N.J. Ottosson,m
Olivier Assayas,m
Seann William Scott,m
Andrew Form,m
Mike Thompson,m
Olivier Bériot,m
David Hoberman,m
Brandon Tonner-Connolly,m
Ben Affleck,m
Susan Montford,f
Jack Fisk,m
Richard Matheson,m
Amy Fritz,f
Iain Softley,m
Len Wiseman,m
Chad Hayes,m
Michael Kahn,m
Mark Goldblatt,m
Craig Berkey,m
Elizabeth Keenan,f
Michael Seitzman,m
Martin Todsharow,m
Carol Ramsey,f
Jonathon Komack Martin,m
Chris Morgan,m
Teresa Eckton,f
Don Guest,m
Christopher Allen Nelson,m
John Davis,m
Brendan Galvin,m
Brian Robbins,m
James Dearden,m
Dan Aykroyd,m
Terence Blanchard,m
Bill Bannerman,m
Denise Chamian,f
Harold J. McClean,m
Ellen Chenoweth,f
Clyde Geronimi,m
Marianne Maddalena,f
Peter Filardi,m
Anthony Bregman,m
Alain Jakubowicz,m
Frank Fleming,m
Stephen H. Burum,m
Stanford C. Allen,m
Sion Sono,m
Ken Nolan,m
Drew Pearce,m
Franco Castellano,m
Sacha Baron Cohen,m
Cassian Elwes,m
Daniel P. Hanley,m
April Ferry,f
Robin De Lano,f
Serge Silberman,m
Clive Barker,m
Kim Sinclair,f
Alisa Lepselter,f
Jan de Bont,m
Giacomo Poretti,m
Craig Berkey,m
Clay A. Griffith,m
Michael Winterbottom,m
Greg Travis,m
Nathan Crowley,m
Steve Mirkovich,m
Don Mann,m
Katsuya Kondô,m
Masaru Ooshiro,m
Laurence Malkin,m
Roger Gould,m
Charles Correll,m
Mark Scruton,m
Melinda Launspach,f
James F. Truesdale,m
Pascaline Chavanne,f
Enrique Chediak,m
Alex Wolfe,m
Mark Isham,m
Richard Saperstein,m
Jim McConkey,m
Alexa Jago,f
Annie Penn,f
Joe Alves,m
Avy Kaufman,f
Eric McLeod,m
Tom Dey,m
Joe Carnahan,m
Michael Connell,m
Umberto Contarello,m
Christian Becker,m
Ronald F. Maxwell,m
"Ángel Fernández Santos",m
Nick Wechsler,m
Milton Subotsky,m
Francis Ford Coppola,m
Clayton Townsend,m
Pietro Scalia,m
Brad Pitt,m
E.L. James,f
Joachim Trier,m
Jan Roelfs,m
Terry Rossio,m
Robert Redford,m
Charles Wood,m
Lauren Weisberger,f
Elmer Bernstein,m
Debra Hayward,f
Gary Goetzman,m
Ralph Nelson,m
Mark Isham,m
Neal H. Moritz,m
Gordon Hayman,m
Marie Nashold,f
Kevin Eastman,m
Rob Thomas,m
John Badham,m
Harvey F. Thew,m
David F. Klassen,m
Marc Lawrence,m
James Warner Bellah,m
Mark Solomon,m
David Heyman,m
Alistair MacLean,m
Louise Goodsill,f
Richard H. Kline,m
Arnon Milchan,m
Allison Shearmur,f
Peter Grant,m
John Morris,m
Luis Prieto,m
Francesca Archibugi,f
Steven Spielberg,m
Carly Hugo,f
Richard S. Wright,m
Donald McAlpine,m
Evan Goldberg,m
Tonino Delli Colli,m
Tim Bevan,m
Nina Knott,f
Robert Mark Kamen,m
Kurt Rittig,m
David Moritz,m
Roger Mussenden,m
Tobias Lindholm,m
John Woo,m
Tadeo Villalba,m
Janet Pound,f
Randi Wells,f
Randy Newman,m
Sheila Jaffe,f
James Edward Ferrell Jr.,m
David Buckley,m
Julie Hughes,f
Larry Levin,m
Philip Stockton,m
Demi Moore,f
Sam Comer,m
John Bailey,m
Gemma Jackson,f
Arthur Farkas,m
Ellen Lewis,f
Michael Andrews,m
Lawrence Kasdan,m
Malcolm Campbell,m
Chris O'Connell,m
Eric Reid,m
Don Burgess,m
Stephen King,m
Roger Shearman,m
Brent O'Connor,m
Richard Brooks,m
Donna Maloney,f
Paul Rassam,m
Stewart Hall,m
Larry J. Franco,m
Harvey Weinstein,m
Gail Egan,f
Francis Ford Coppola,m
Michael McDonnell,m
Paul Weber,m
Mark Wahlberg,m
Robert Arthur,m
Gary Lucchesi,m
James Bitonti,m
Stuart Gillard,m
Freeman A. Davies,m
Mike Medavoy,m
Michael Showalter,m
Dean Cundey,m
Tim Squyres,m
Robert Shoup,m
Hilton A. Green,m
Masaru Satô,m
Ray Fisher,m
Jeff Nathanson,m
André Hunebelle,m
Ann Roth,f
Ben Ripley,m
Philip Elway,m
Lance Peters,m
Michelle MacLaren,f
Theodore Melfi,m
Marco Beltrami,m
Emlyn Williams,m
Jack Cummins,m
Jeff Imada,m
Ivan Raimi,m
George Folsey Jr.,m
Camille Friend,f
Grant Heslov,m
Michael Powell,m
Simon West,m
Todd Solondz,m
Gabriel Beristain,m
Ted Kotcheff,m
Sarah Green,f
Kevin Feige,m
Bruce Winant,m
D.J. Caruso,m
Krystyna Loboda,f
Eric Roth,m
Linda Schubell-Sundlin,f
Brittany Petros,f
Tom Cruise,m
Melissa Remenarich,f
Helen Robin,f
Alan Pierce,m
Barbara Mesney,f
Michael Singer,m
Alex Kavanagh,f
Gail Stevens,m
Guy Hibbert,m
Jonathan Fuh,m
Kira Smith,f
Mervyn LeRoy,m
Jules Stewart,f
Deborah Aquila,f
Mark Duplass,m
Gary A. Hecker,m
Lorne Michaels,m
Dan Weil,m
Lisa Thompson,f
Michael Stone,m
Jonathan Karp,m
Luciana Arrighi,f
Jeannot Szwarc,m
Anastas N. Michos,m
Jeff Levine,m
Simon Hayes,m
Joanna Johnston,f
James Horner,m
Peter Macgregor-Scott,m
Louise Mingenbach,f
Angelika Götz,f
James Dyer,m
Tim Mertens,m
Joseph G. Aulisi,m
Victoria Paul,f
David Linde,m
Sarah Aubrey,f
Anthony Minghella,m
Peter Murton,m
Noel Langley,m
Eliza Paley,f
Charles Gordon,m
Leo Davis,f
Michael Finch,m
Jack Epps Jr.,m
David Torn,m
Hayao Miyazaki,m
Robert A. Pandini,m
Rod Serling,m
Kathleen Chopin,f
Michael Westmore,m
Molly Grundman,f
Greg Iles,m
Phillip J. Roth,m
Risa Bramon Garcia,f
David S. Ward,m
Adrian Popescu,m
Neil Canton,m
Owen Roizman,m
Nicholas Stoller,m
Richard Gibbs,m
Michael McLean,m
Peter Landsdown Smith,m
Quentin Tarantino,m
Mike Mignola,m
William Nicholson,m
Sheila Jaffe,f
David Hamburger,m
Maureen Webb,f
Teddy Chan,m
Michael Hoffman,m
Marion Dougherty,f
Alexandre Trauner,m
Tom Nunan,m
Matthew Maraffi,m
Carol Oditz,f
Kaare Andrews,m
J. Roy Helland,m
Janet Hirshenson,f
Nicole Brown,f
Michael Ovitz,m
Thomas Newman,m
Patrick Markey,m
William Ladd Skinner,m
Tricia Wood,f
M.M. Keeravaani,m
Jon Kilik,m
Norman Reynolds,m
Tony Scott,m
Donfeld,m
Helen Britten,f
Scott Peterson,m
Brian Henson,m
Yulia Akerholt,f
Jonathan Morris,m
Matt Chesse,m
Justin Zackham,m
Karyn Huston,f
Robert Redford,m
Jason Davis,m
Deborah La Mia Denaver,f
Na Hong-jin,m
Larry Wilson,m
Tim Eckel,m
Gary Howsam,m
John Davis,m
Danny DeVito,m
Michael Kahn,m
David Weisbart,m
Jean Louis,m
Janice Hampton,f
Marco Trentini,m
John Kwiatkowski,m
Chung Seo-kyung,f
Robert Rodriguez,m
Wayne Powers,m
Bill Brzeski,m
Paul Koronkiewicz,m
Billy Williams,m
John Vallone,m
Carmine Coppola,m
Lisa Tomczeszyn,m
Dan Fogelman,m
Domenico Procacci,m
Tami Mor,f
Mary Selway,f
Henry Kingi Jr.,m
Kirk Wise,m
Stephanie Corsalini,f
Terry Rawlings,m
Alexandra Welker,f
James McTeigue,m
Darrin Navarro,m
Job Gosschalk,m
Cynthia Flynt,f
Anna Biller,f
Frank Churchill,m
Charlie Brewer,m
Kami Asgar,m
Christa Campbell,f
Kurt Meisenbach,m
George W. Harding III,m
Scott Chestnut,m
Doug Beswick,m
Don D. Scott,m
J. Dennis Washington,m
Rena DeAngelo,f
Caleb Deschanel,m
Jayne Armstrong,f
Angelo P. Graham,m
Vince Nicastro,m
Steve Jablonsky,m
Uwe Boll,m
Bernardo Bertolucci,m
Steve Perry,m
Billy Hopkins,m
David Williams,m
Susannah Grant,f
Les Weldon,m
Renny Harlin,m
Karen Meisels,f
Fatima Robinson,f
David Knox,m
Suzanne Tenner,f
Yves Langlois,m
Kevin Feige,m
Jeffrey Stott,m
Robert R. Benton,m
Christopher Greenbury,m
Francis Ford Coppola,m
Steven Spielberg,m
Hawk Koch,m
Tessa Ross,f
James Agee,m
Richard D. Zanuck,m
Oliver Stone,m
Sam Mendes,m
Garrison Keillor,m
Martin Shafer,m
Gerald McMorrow,m
Todd Busch,m
Jerry P. Jacobs,m
John Frizzell,m
John S. Lyons,m
Steve Chasman,m
Rainer Klausmann,m
Andrew Davis,m
Eric Heisserer,m
Kenneth Walker,m
Anton Furst,m
Jeff Van Wie,m
David Kirschner,m
Pat Romano,m
Sharon Bialy,f
Ron Underwood,m
Steve Perry,m
David Lynch,m
Marco Beltrami,m
Joe Barton,m
Stephen Sommers,m
Charles D. Hall,m
William Yeh,m
Trevor Horn,m
Tom Duffield,m
Elaine Grainger,f
David Paul Lord,m
Paul Stader,m
Stuart Craig,m
Tim Sullivan,m
John Hyams,m
Bill Butler,m
Paul N.J. Ottosson,m
Becky Johnston,f
Mary Ann Schmidt,f
Ron Shelton,m
Earl Luick,m
Ronald R. Reiss,m
Cristian Conti,m
Dana Satler Hankins,f
Lisa Coleman,f
Beverly Jo Pryor,f
Andrew Stevens,m
Russell Streiner,m
Jeremy Stanbridge,m
Miles Hood Swarthout,m
Frank Kern,m
Ken Johnson,m
John K. Carr,m
F. Gary Gray,m
John D. Voelker,m
Ben Garant,m
Ronit Ravich-Boss,f
George Lucas,m
Louis D'Esposito,m
Merie Weismiller Wallace,f
Wally Pfister,m
Jeffrey Reddick,m
David Weaver,m
Dante Spinotti,m
Carol Spier,f
Wendell Mayes,m
Rick Carter,m
Edgar Wright,m
Jack Kirby,m
Darren Aronofsky,m
Arthur Freed,m
Elie Samaha,m
Kira Roessler,f
Kirk De Micco,m
Anthony Redman,m
Chris Seagers,m
John Barry,m
Pasquale Buba,m
Ray June,m
Kim H. Ornitz,m
Mike Leigh,m
Gilles Lellouche,m
Wendy Greene Bricmont,f
Tobias A. Schliessler,m
Christopher Young,m
Kathleen Kennedy,f
Richard Dwan Jr.,m
David Newman,m
Yuriy Poteenko,m
Robert Fraisse,m
Irene Mecchi,f
Debra Zane,f
David Alper,m
David Hirschfelder,m
Edwin B. Willis,m
Ron Halpern,m
Jessie Nelson,f
Roy Lee,m
David Ortkiese,m
Guillermo del Toro,m
Cheryl Edwards,f
Daniel Waters,m
Tish Monaghan,f
Saul Metzstein,m
Frédéric Thoraval,m
Roger Bondelli,m
James Clavell,m
Mary Colquhoun,f
Mike Vukadinovich,m
Eugenio Alabiso,m
John Lasseter,m
Margot Capelier,f
Dean E. Fronk,m
John Cale,m
Scott Richter,m
Fisher Stevens,m
Chris van Allsburg,m
Douglas Aibel,m
Maher Ahmad,m
Gregory Hoblit,m
Sylvester Stallone,m
Bennie E. Dobbins,m
Richard Greatrex,m
Jonathan Brown,m
Robert Engelman,m
Matt Moore,m
Carlo Vanzina,m
Mark Friedberg,m
Eimer Ni Mhaoldomhnaigh,f
Jay Oliva,m
Tricia Wood,f
John Murphy,m
Jackson De Govia,m
Randy Gerston,m
David Williamson,m
Jon Turteltaub,m
Mark Herbert,m
James Hegedus,m
Clive Pollick,m
Michael Hothorn,m
Lisa Coleman,f
Margot Pipkin,f
Jon Kasdan,m
Franco-Giacomo Carbone,m
Kevin Phipps,m
Boris Blank,m
Lorne Michaels,m
Jann Engel,f
Dennis Gansel,m
Gail Stevens,m
Dante Spinotti,m
R.J. Kizer,m
David Crossman,m
Michael Keller,m
Georges Delerue,m
Shane Hurlbut,m
Paul J. Lombardi,m
Sean Lahiff,m
Mel Brooks,m
Remi Adefarasin,m
Elizabeth McBride,f
Jerry Fielding,m
Mauro Fiore,m
Peter Wenham,m
Victor J. Kemper,m
Wolfgang Amadeus Mozart,m
Leon Harris,m
Steve Jablonsky,m
Gary Lucchesi,m
Monty Westmore,m
Mary Hale,f
Akira Yamaoka,m
Ron Talsky,m
George Loucas,m
Ennio Morricone,m
Nick Dimitri,m
"Àlex Pastor",m
John Douglas Smith,m
John Carpenter,m
Mike Figgis,m
Michael J. Moore,m
Louis D'Esposito,m
Michelle Matland,f
Allen Payne,m
Dickon Hinchliffe,m
Robert Herlth,m
Stanley O'Toole,m
Grant Harvey,m
G.A. Aguilar,m
Adam Sandler,m
Marc Platt,m
Gregg Barbanell,m
Zoë Bell,f
Lindy Hemming,f
Warren Zide,m
Roland Emmerich,m
Michael Tadross,m
Agnès Mentre,f
Stephanie Holbrook,f
I. Marlene King,f
Peter S. Elliot,m
Blu Murray,m
Ebbe Roe Smith,m
Eric Red,m
John Williamson,m
Lisa Jensen,f
Ken Daurio,m
Teresa Eckton,f
Doug Liman,m
Audrey Dana,f
Ryan James McGrath,m
James Cameron,m
John F. Lyons,m
William Peter Blatty,m
Adrian Lyne,m
Erica Huggins,f
Matthew Vaughn,m
Cassandra Kulukundis,f
John Hughes,m
Thom Noble,m
Barbara Dunphy,f
Chris Viscardi,m
Paulina Kuszta,f
John Clifford,m
Jill Taylor,f
William Sandell,m
Scott Hecker,m
Mike Stenson,m
Dick King-Smith,m
José Padilha,m
Larry Gross,m
Tobey Maguire,m
Jeffrey Silver,m
Casey Adams,m
Ehren Kruger,m
Daniel Lupi,m
Bridget Bourke,f
Venus Kanani,f
Rick Alexander,m
David Nicksay,m
Stan Lee,m
Eileen Warwick,f
Mary Zophres,f
Oliver Wood,m
Christopher Young,m
Barry Ackroyd,m
Andrew Johnson,m
Fred Spencer,m
Jay Stern,m
Sondre Lerche,m
Claire Rudnick Polstein,f
Arthur Max,m
Andrea Hutchison,f
Gary Fleder,m
David Paris,m
Sean Bobbitt,m
Robert A. Burns,m
François Roy,m
Gene Wilder,m
Dan Marks,m
Michael Roesch,m
Jessica Lichtner,f
Brad Smith,m
Jason Blumenthal,m
Gary Michael Walters,m
Stanley Kramer,m
Jeremy Doner,m
Elmer Bernstein,m
Jacques Tourneur,m
Catherine Winder,f
David E. Kelley,m
Roger Towne,m
Susan Sarandon,f
William Arnold,m
Clinton Wayne,m
Barbara De Fina,f
Jonathan Lynn,m
Bill Conti,m
Andy Nelson,m
Suzanne Smith,f
Adam Sandler,m
Judd Apatow,m
Dan Zimmerman,m
Don Burgess,m
Paul Brooks,m
Stuart Freeborn,m
Michael A. Pierce,m
Bill Lenny,m
Jack Giarraputo,m
Mark Rutledge,m
Philip Elton,m
Steven Knight,m
Louis DiGiaimo,m
Peter Weir,m
Richard Kelly,m
Harold Faltermeyer,m
Bill Pankow,m
Paul Laverty,m
Crystal Michelle,f
Charles D. Hall,m
Nathan Kahane,m
Pamela Pettler,f
Mark Steven Johnson,m
Edward Pisoni,m
Peter Robb-King,m
James V. Hart,m
Craig Gillespie,m
Nina Gold,f
Jan Roelfs,m
Alexa L. Fogel,f
Tim Perell,m
Tiffany Little Canfield,f
Bernard Rose,m
Rod Lurie,m
Oren Moverman,m
Jon Turteltaub,m
M. Night Shyamalan,m
Scooter Braun,m
Dan Webster,m
Jane Hamsher,f
Ve Neill,f
Lawrence A. Hubbs,m
Renny Harlin,m
Don Ferrarone,m
Paul Scheuring,m
Ronald D. Moore,m
Sharman Macdonald,f
Stephen Abrums,m
Michael Kaplan,m
Lisa Fruchtman,f
Eric Fellner,m
Darren Aronofsky,m
Marcus Viscidi,m
Danny DeVito,m
Jim Atkinson,m
Steve Purcell,m
Rusty Smith,m
Mike Fenton,m
Woody Allen,m
Carla Shelley,f
Russell Smith,m
Roberto Orci,m
Troy Takaki,m
Christian De Sica,m
Michael Chapman,m
Lawrence Kasdan,m
Scott Rudin,m
Janessa Hitsman,f
Federico Foti,m
Junie Lowry-Johnson,f
Billy Hopkins,m
Shintaro Shimosawa,m
Marc-Jon Sullivan,m
Rich Delia,m
Arnold Rifkin,m
Jeremy Slater,m
Michael Chinich,m
Michael Berk,m
Brian Cox,m
Andy Fickman,m
Fausto Brizzi,m
Chris Weitz,m
Donald De Line,m
Tim Johnson,m
Michael Anderson,m
Tina Anderson,f
Quentin Tarantino,m
Joe Johnston,m
Olivier Bugge Coutté,m
Mark Day,m
Stephen Perkins,m
Bojana Nikitovic,f
John Lounsbery,m
Bruno Nuytten,m
James Goldman,m
Jay Oliva,m
James Vanderbilt,m
Clayton Hartley,m
Bruce Berman,m
Don Ingalls,m
Erwin Godschalk,m
David Siegel,m
Charles Wood,m
Norman Spencer,m
Mel Brooks,m
Nicholas St. John,m
Akira Kurosawa,m
Deborah Aquila,f
Kathy Nelson,f
Emma Field-Rayner,f
Steve Koren,m
Simon Wells,m
Leonard Saltzberg,m
Karen Murphy,f
Courtney Hunt,f
Johanna Ray,f
Dan Kolsrud,m
Elie Samaha,m
Johnny Breedt,m
Frank Ernst,m
Eric Goldberg,m
Chris Bender,m
Tommy O'Haver,m
John Finklea,m
Padraig Collins,m
Harvey Weinstein,m
William Hanna,m
Pedro Almodóvar,m
Jen Soska,f
Carol Ramsey,f
Jackie Burch,f
Christopher Kyle,m
Nelson Coates,m
Steven Pearl,m
Scott A. Jennings,m
Ellen Lutter,f
Steve Carr,m
Domenic Silvestri,m
David Lean,m
Kay Cannon,f
Phyllis Huffman,f
Christine Forrest,f
John Iacovelli,m
John Logan,m
George P. Wilbur,m
Bruce Broughton,m
Scott Jacobson,m
David Newman,m
J.J. Makaro,m
Mick Garris,m
Espen Sandberg,m
Saul Bass,m
Jim Heber,m
Jim Sheridan,m
Laray Mayfield,f
Mark Frost,m
Rick Shaine,m
Mary Selway,f
Jon Kilik,m
Jacob Craycroft,m
Walter Coblenz,m
Peter Przygodda,m
Brent White,m
Thomas Milano,m
Anthony Dod Mantle,m
John Gilbert,m
Barbara Darragh,f
Peter Saraf,m
Jaume Balagueró,m
Michael R. Miller,m
Carol Flaisher,f
Scott Macaulay,m
Piero Portalupi,m
John Lasseter,m
Lester Cohen,m
Kimani Ray Smith,m
John Buchan,m
Alan Baumgarten,m
Reginald Harkema,m
Charles Stewart,m
Darren Lynn Bousman,m
Jack Kirby,m
Rick Alvarez,m
David Michener,m
Paul Hirsch,m
John Toon,m
Steve Christian,m
